"Bedding plant growing (under cover)","0111"
"Bulb propagating (under cover)","0111"
"Fruit tree nursery operation (under cover)","0111"
"Nursery production n.e.c. (under cover)","0111"
"Ornamental plant growing (under cover)","0111"
"Perennial growing (under cover)","0111"
"Seedling growing (under cover)","0111"
"Vine stock nursery operation (under cover)","0111"
"Bulb propagating (outdoors)","0112"
"Fruit tree nursery operation (outdoors)","0112"
"Nursery production n.e.c. (outdoors)","0112"
"Ornamental plant growing (outdoors)","0112"
"Seedling growing (outdoors)","0112"
"Vine stock nursery operation (outdoors)","0112"
"Turf growing","0113"
"Display foliage growing (under cover)","0114"
"Flower growing (under cover)","0114"
"Orchid growing (under cover)","0114"
"Seed, flower, growing (under cover)","0114"
"Calla lily growing (outdoor)","0115"
"Display foliage growing (outdoors)","0115"
"Flower growing (outdoors)","0115"
"Hydrangea growing (outdoors)","0115"
"Peony growing (outdoor)","0115"
"Seed, flower, growing (outdoors)","0115"
"Cultivated mushroom growing","0121"
"Mushroom spawn growing","0121"
"Capsicum growing (under cover)","0122"
"Cucumber growing (under cover)","0122"
"Herb growing (under cover)","0122"
"Lettuce growing (under cover)","0122"
"Sprout growing (under cover)","0122"
"Tomato growing (under cover)","0122"
"Vegetable growing n.e.c. (under cover)","0122"
"Asparagus growing (outdoors)","0123"
"Bean growing (outdoors; except dry field beans or soybeans)","0123"
"Carrot growing (outdoors)","0123"
"Garlic growing (outdoors)","0123"
"Herb growing (outdoors)","0123"
"Kumara growing (outdoors)","0123"
"Melon growing (outdoors)","0123"
"Onion growing (outdoors)","0123"
"Pea growing (outdoors; except dry field peas)","0123"
"Potato growing (outdoors)","0123"
"Sugar beet growing (outdoors)","0123"
"Sweetcorn growing (outdoors)","0123"
"Tomato growing (outdoors)","0123"
"Truffle growing (outdoors)","0123"
"Vegetable growing n.e.c. (outdoors)","0123"
"Vegetable seed growing (outdoors)","0123"
"Grape growing","0131"
"Grape sundrying","0131"
"Table grape growing","0131"
"Vineyard operation","0131"
"Wine grape growing","0131"
"Kiwifruit growing","0132"
"Berryfruit growing","0133"
"Blackberry growing","0133"
"Blackcurrant growing","0133"
"Blueberry growing","0133"
"Boysenberry growing","0133"
"Cranberry growing","0133"
"Gooseberry growing","0133"
"Loganberry growing","0133"
"Raspberry growing","0133"
"Redcurrant growing","0133"
"Strawberry growing","0133"
"Apple growing","0134"
"Nashi pear growing","0134"
"Pear growing","0134"
"Quince growing","0134"
"Apricot growing","0135"
"Cherry growing","0135"
"Nectarine growing","0135"
"Peach growing","0135"
"Plum or prune growing","0135"
"Citrus fruit growing","0136"
"Citrus orchard operation","0136"
"Grapefruit growing","0136"
"Lemon growing","0136"
"Mandarin growing","0136"
"Orange growing","0136"
"Tangelo growing","0136"
"Olive growing","0137"
"Almond growing","0139"
"Avocado growing","0139"
"Banana growing","0139"
"Brazil nut growing","0139"
"Cashew nut growing","0139"
"Chestnut growing","0139"
"Coconut growing","0139"
"Custard apple growing","0139"
"Feijoa growing","0139"
"Fig growing","0139"
"Loquat growing","0139"
"Macadamia nut growing","0139"
"Mango growing","0139"
"Passionfruit growing","0139"
"Pawpaw growing","0139"
"Pecan nut growing","0139"
"Persimmon growing","0139"
"Pineapple growing","0139"
"Tamarillo growing","0139"
"Walnut growing","0139"
"Prime lamb raising","0141"
"Raw sheep milk production","0141"
"Sheep agistment service","0141"
"Sheep farming","0141"
"Wool growing","0141"
"Beef cattle farming","0142"
"Buffalo, domesticated, grazing","0142"
"Dairy cattle agistment service","0142"
"Dairy cattle replacement farming","0142"
"Beef cattle feedlot operation","0143"
"Beef cattle and sheep farming","0144"
"Sheep and beef cattle farming","0144"
"Beef cattle farming and grain growing","0145"
"Grain growing and sheep or beef cattle farming","0145"
"Prime lamb raising and grain growing","0145"
"Sheep farming and grain growing","0145"
"Rice growing","0146"
"Barley growing","0149"
"Cereal grain growing","0149"
"Coarse grain growing","0149"
"Field pea or field bean growing","0149"
"Grain seed growing","0149"
"Lupin growing","0149"
"Maize growing","0149"
"Millet growing","0149"
"Oat growing","0149"
"Oilseed growing n.e.c.","0149"
"Pasture seed growing","0149"
"Safflower growing","0149"
"Sorghum growing (except forage sorghum)","0149"
"Soybean growing","0149"
"Sunflower growing","0149"
"Wheat growing","0149"
"Sugar cane growing","0151"
"Cotton growing","0152"
"Arrowroot growing","0159"
"Bamboo growing","0159"
"Flax seed growing","0159"
"Fodder growing","0159"
"Forage sorghum growing","0159"
"Ginger growing","0159"
"Hop growing","0159"
